index,frame,timestamp,elapsed_s,width,height,path
173,3389,20260511_164158_187,192.219,160,120,data/frames/orange_pos_clean_01/orange_pos_003389_20260511_164158_187.png
174,3390,20260511_164158_648,192.531,160,120,data/frames/orange_pos_clean_01/orange_pos_003390_20260511_164158_648.png
175,3392,20260511_164200_983,195.266,160,120,data/frames/orange_pos_clean_01/orange_pos_003392_20260511_164200_983.png
176,3394,20260511_164202_670,196.594,160,120,data/frames/orange_pos_clean_01/orange_pos_003394_20260511_164202_670.png
177,3395,20260511_164203_005,196.906,160,120,data/frames/orange_pos_clean_01/orange_pos_003395_20260511_164203_005.png
178,3396,20260511_164204_935,198.844,160,120,data/frames/orange_pos_clean_01/orange_pos_003396_20260511_164204_935.png
179,3398,20260511_164205_280,199.219,160,120,data/frames/orange_pos_clean_01/orange_pos_003398_20260511_164205_280.png
180,3400,20260511_164207_080,200.984,160,120,data/frames/orange_pos_clean_01/orange_pos_003400_20260511_164207_080.png
181,3402,20260511_164207_402,201.375,160,120,data/frames/orange_pos_clean_01/orange_pos_003402_20260511_164207_402.png
182,3403,20260511_164209_186,203.125,160,120,data/frames/orange_pos_clean_01/orange_pos_003403_20260511_164209_186.png
183,3404,20260511_164209_587,203.609,160,120,data/frames/orange_pos_clean_01/orange_pos_003404_20260511_164209_587.png
184,3405,20260511_164210_047,204.063,160,120,data/frames/orange_pos_clean_01/orange_pos_003405_20260511_164210_047.png
185,3406,20260511_164211_230,205.266,160,120,data/frames/orange_pos_clean_01/orange_pos_003406_20260511_164211_230.png
186,3409,20260511_164211_723,205.703,160,120,data/frames/orange_pos_clean_01/orange_pos_003409_20260511_164211_723.png
187,3410,20260511_164212_150,206.078,160,120,data/frames/orange_pos_clean_01/orange_pos_003410_20260511_164212_150.png
188,3411,20260511_164213_627,207.563,160,120,data/frames/orange_pos_clean_01/orange_pos_003411_20260511_164213_627.png
189,3412,20260511_164213_979,207.922,160,120,data/frames/orange_pos_clean_01/orange_pos_003412_20260511_164213_979.png
190,3413,20260511_164214_398,208.375,160,120,data/frames/orange_pos_clean_01/orange_pos_003413_20260511_164214_398.png
191,3415,20260511_164216_508,210.531,160,120,data/frames/orange_pos_clean_01/orange_pos_003415_20260511_164216_508.png
192,3418,20260511_164218_352,212.344,160,120,data/frames/orange_pos_clean_01/orange_pos_003418_20260511_164218_352.png
193,3420,20260511_164220_318,214.297,160,120,data/frames/orange_pos_clean_01/orange_pos_003420_20260511_164220_318.png
194,3422,20260511_164220_732,214.656,160,120,data/frames/orange_pos_clean_01/orange_pos_003422_20260511_164220_732.png
195,3423,20260511_164222_609,216.547,160,120,data/frames/orange_pos_clean_01/orange_pos_003423_20260511_164222_609.png
196,3425,20260511_164222_982,216.891,160,120,data/frames/orange_pos_clean_01/orange_pos_003425_20260511_164222_982.png
197,3426,20260511_164224_657,218.563,160,120,data/frames/orange_pos_clean_01/orange_pos_003426_20260511_164224_657.png
198,3427,20260511_164225_036,218.938,160,120,data/frames/orange_pos_clean_01/orange_pos_003427_20260511_164225_036.png
199,3428,20260511_164226_976,220.891,160,120,data/frames/orange_pos_clean_01/orange_pos_003428_20260511_164226_976.png
200,3430,20260511_164227_314,221.313,160,120,data/frames/orange_pos_clean_01/orange_pos_003430_20260511_164227_314.png
201,3431,20260511_164227_757,221.719,160,120,data/frames/orange_pos_clean_01/orange_pos_003431_20260511_164227_757.png
202,3432,20260511_164229_261,223.219,160,120,data/frames/orange_pos_clean_01/orange_pos_003432_20260511_164229_261.png
203,3434,20260511_164229_640,223.672,160,120,data/frames/orange_pos_clean_01/orange_pos_003434_20260511_164229_640.png
204,3435,20260511_164231_595,225.609,160,120,data/frames/orange_pos_clean_01/orange_pos_003435_20260511_164231_595.png
205,3437,20260511_164232_069,226.109,160,120,data/frames/orange_pos_clean_01/orange_pos_003437_20260511_164232_069.png
206,3438,20260511_164233_992,227.938,160,120,data/frames/orange_pos_clean_01/orange_pos_003438_20260511_164233_992.png
207,3439,20260511_164234_348,228.422,160,120,data/frames/orange_pos_clean_01/orange_pos_003439_20260511_164234_348.png
208,3440,20260511_164235_980,229.969,160,120,data/frames/orange_pos_clean_01/orange_pos_003440_20260511_164235_980.png
209,3442,20260511_164236_408,230.422,160,120,data/frames/orange_pos_clean_01/orange_pos_003442_20260511_164236_408.png
210,3443,20260511_164238_210,232.156,160,120,data/frames/orange_pos_clean_01/orange_pos_003443_20260511_164238_210.png
211,3444,20260511_164238_583,232.531,160,120,data/frames/orange_pos_clean_01/orange_pos_003444_20260511_164238_583.png
212,3445,20260511_164240_443,234.563,160,120,data/frames/orange_pos_clean_01/orange_pos_003445_20260511_164240_443.png
213,3448,20260511_164240_999,234.969,160,120,data/frames/orange_pos_clean_01/orange_pos_003448_20260511_164240_999.png
214,3449,20260511_164242_643,236.578,160,120,data/frames/orange_pos_clean_01/orange_pos_003449_20260511_164242_643.png
215,3451,20260511_164243_055,237.078,160,120,data/frames/orange_pos_clean_01/orange_pos_003451_20260511_164243_055.png
216,3453,20260511_164244_947,239.016,160,120,data/frames/orange_pos_clean_01/orange_pos_003453_20260511_164244_947.png
217,3455,20260511_164245_471,239.375,160,120,data/frames/orange_pos_clean_01/orange_pos_003455_20260511_164245_471.png
218,3456,20260511_164246_863,240.813,160,120,data/frames/orange_pos_clean_01/orange_pos_003456_20260511_164246_863.png
219,3459,20260511_164247_287,241.219,160,120,data/frames/orange_pos_clean_01/orange_pos_003459_20260511_164247_287.png
220,3460,20260511_164249_210,243.094,160,120,data/frames/orange_pos_clean_01/orange_pos_003460_20260511_164249_210.png
221,3462,20260511_164249_558,243.469,160,120,data/frames/orange_pos_clean_01/orange_pos_003462_20260511_164249_558.png
222,3463,20260511_164249_902,243.828,160,120,data/frames/orange_pos_clean_01/orange_pos_003463_20260511_164249_902.png
223,3464,20260511_164251_562,245.516,160,120,data/frames/orange_pos_clean_01/orange_pos_003464_20260511_164251_562.png
224,3467,20260511_164251_966,245.953,160,120,data/frames/orange_pos_clean_01/orange_pos_003467_20260511_164251_966.png
225,3468,20260511_164253_698,247.672,160,120,data/frames/orange_pos_clean_01/orange_pos_003468_20260511_164253_698.png
226,3469,20260511_164254_173,248.375,160,120,data/frames/orange_pos_clean_01/orange_pos_003469_20260511_164254_173.png
227,3472,20260511_164256_720,250.672,160,120,data/frames/orange_pos_clean_01/orange_pos_003472_20260511_164256_720.png
228,3473,20260511_164258_282,252.234,160,120,data/frames/orange_pos_clean_01/orange_pos_003473_20260511_164258_282.png
229,3474,20260511_164258_652,252.625,160,120,data/frames/orange_pos_clean_01/orange_pos_003474_20260511_164258_652.png
230,3475,20260511_164300_288,254.281,160,120,data/frames/orange_pos_clean_01/orange_pos_003475_20260511_164300_288.png
231,3478,20260511_164300_772,254.766,160,120,data/frames/orange_pos_clean_01/orange_pos_003478_20260511_164300_772.png
232,3479,20260511_164302_448,256.375,160,120,data/frames/orange_pos_clean_01/orange_pos_003479_20260511_164302_448.png
233,3480,20260511_164302_799,256.828,160,120,data/frames/orange_pos_clean_01/orange_pos_003480_20260511_164302_799.png
234,3482,20260511_164303_230,257.156,160,120,data/frames/orange_pos_clean_01/orange_pos_003482_20260511_164303_230.png
235,3483,20260511_164304_849,258.844,160,120,data/frames/orange_pos_clean_01/orange_pos_003483_20260511_164304_849.png
236,3486,20260511_164305_262,259.234,160,120,data/frames/orange_pos_clean_01/orange_pos_003486_20260511_164305_262.png
237,3488,20260511_164307_156,261.094,160,120,data/frames/orange_pos_clean_01/orange_pos_003488_20260511_164307_156.png
238,3490,20260511_164307_510,261.516,160,120,data/frames/orange_pos_clean_01/orange_pos_003490_20260511_164307_510.png
239,3491,20260511_164309_190,263.141,160,120,data/frames/orange_pos_clean_01/orange_pos_003491_20260511_164309_190.png
240,3494,20260511_164309_872,263.875,160,120,data/frames/orange_pos_clean_01/orange_pos_003494_20260511_164309_872.png
