image,x1,y1,x2,y2,label
orange_pos_clean_01/orange_pos_003223_20260511_163940_195.png,194,104,262,163,orange
orange_pos_clean_01/orange_pos_003224_20260511_163940_778.png,195,99,263,155,orange
orange_pos_clean_01/orange_pos_003225_20260511_163942_518.png,186,0,261,55,orange
orange_pos_clean_01/orange_pos_003226_20260511_163944_860.png,98,45,165,113,orange
orange_pos_clean_01/orange_pos_003227_20260511_163945_404.png,94,51,165,113,orange
orange_pos_clean_01/orange_pos_003229_20260511_163947_039.png,76,156,140,214,orange
orange_pos_clean_01/orange_pos_003230_20260511_163947_514.png,82,167,144,216,orange
orange_pos_clean_01/orange_pos_003231_20260511_163949_018.png,158,172,224,217,orange
orange_pos_clean_01/orange_pos_003232_20260511_163949_467.png,178,171,238,216,orange
orange_pos_clean_01/orange_pos_003233_20260511_163951_445.png,161,28,224,85,orange
orange_pos_clean_01/orange_pos_003234_20260511_163951_908.png,164,28,225,89,orange
orange_pos_clean_01/orange_pos_003235_20260511_163953_564.png,91,0,152,31,orange
orange_pos_clean_01/orange_pos_003237_20260511_163954_288.png,90,0,151,36,orange
orange_pos_clean_01/orange_pos_003239_20260511_163955_782.png,74,81,134,136,orange
orange_pos_clean_01/orange_pos_003240_20260511_163956_179.png,73,79,133,141,orange
orange_pos_clean_01/orange_pos_003241_20260511_163958_098.png,93,166,152,216,orange
orange_pos_clean_01/orange_pos_003243_20260511_163958_447.png,107,170,163,217,orange
orange_pos_clean_01/orange_pos_003244_20260511_164000_329.png,159,133,220,186,orange
orange_pos_clean_01/orange_pos_003245_20260511_164000_887.png,158,112,218,168,orange
orange_pos_clean_01/orange_pos_003246_20260511_164002_400.png,159,0,214,35,orange
orange_pos_clean_01/orange_pos_003247_20260511_164002_722.png,158,0,208,26,orange
orange_pos_clean_01/orange_pos_003248_20260511_164003_109.png,153,0,208,34,orange
orange_pos_clean_01/orange_pos_003249_20260511_164004_884.png,101,64,157,115,orange
orange_pos_clean_01/orange_pos_003250_20260511_164005_407.png,98,63,156,116,orange
orange_pos_clean_01/orange_pos_003251_20260511_164006_821.png,59,131,120,183,orange
orange_pos_clean_01/orange_pos_003253_20260511_164009_204.png,159,112,227,178,orange
orange_pos_clean_01/orange_pos_003255_20260511_164009_620.png,153,113,222,186,orange
orange_pos_clean_01/orange_pos_003256_20260511_164011_295.png,72,75,170,159,orange
orange_pos_clean_01/orange_pos_003258_20260511_164011_633.png,73,47,171,137,orange
orange_pos_clean_01/orange_pos_003259_20260511_164012_125.png,71,45,176,138,orange
orange_pos_clean_01/orange_pos_003262_20260511_164013_903.png,46,159,129,217,orange
orange_pos_clean_01/orange_pos_003263_20260511_164015_806.png,121,1,220,60,orange
orange_pos_clean_01/orange_pos_003264_20260511_164016_325.png,149,2,247,49,orange
orange_pos_clean_01/orange_pos_003266_20260511_164018_209.png,66,155,147,218,orange
orange_pos_clean_01/orange_pos_003267_20260511_164018_614.png,61,162,140,217,orange
orange_pos_clean_01/orange_pos_003268_20260511_164020_167.png,81,86,140,138,orange
orange_pos_clean_01/orange_pos_003270_20260511_164022_583.png,139,1,202,16,orange
orange_pos_clean_01/orange_pos_003271_20260511_164022_938.png,137,1,211,24,orange
orange_pos_clean_01/orange_pos_003272_20260511_164024_690.png,90,151,153,206,orange
orange_pos_clean_01/orange_pos_003274_20260511_164025_040.png,82,170,143,216,orange
orange_pos_clean_01/orange_pos_003275_20260511_164026_890.png,181,173,241,217,orange
orange_pos_clean_01/orange_pos_003278_20260511_164027_323.png,186,173,247,216,orange
orange_pos_clean_01/orange_pos_003279_20260511_164029_030.png,178,36,241,94,orange
orange_pos_clean_01/orange_pos_003282_20260511_164029_457.png,176,1,238,58,orange
orange_pos_clean_01/orange_pos_003284_20260511_164031_396.png,124,69,181,121,orange
orange_pos_clean_01/orange_pos_003285_20260511_164031_923.png,124,94,180,150,orange
orange_pos_clean_01/orange_pos_003286_20260511_164033_537.png,100,74,150,115,orange
orange_pos_clean_01/orange_pos_003287_20260511_164034_017.png,103,77,149,116,orange
orange_pos_clean_01/orange_pos_003288_20260511_164035_679.png,74,172,116,207,orange
orange_pos_clean_01/orange_pos_003289_20260511_164036_094.png,65,176,108,212,orange
orange_pos_clean_01/orange_pos_003290_20260511_164036_554.png,65,172,108,211,orange
orange_pos_clean_01/orange_pos_003292_20260511_164038_066.png,117,55,163,95,orange
orange_pos_clean_01/orange_pos_003294_20260511_164038_574.png,116,46,164,89,orange
orange_pos_clean_01/orange_pos_003295_20260511_164040_393.png,194,47,231,83,orange
orange_pos_clean_01/orange_pos_003296_20260511_164041_016.png,191,47,234,85,orange
orange_pos_clean_01/orange_pos_003297_20260511_164042_534.png,236,78,283,114,orange
orange_pos_clean_01/orange_pos_003299_20260511_164042_968.png,230,79,273,113,orange
orange_pos_clean_01/orange_pos_003300_20260511_164044_586.png,166,87,213,127,orange
orange_pos_clean_01/orange_pos_003301_20260511_164045_038.png,170,107,206,146,orange
orange_pos_clean_01/orange_pos_003302_20260511_164046_824.png,139,145,185,181,orange
orange_pos_clean_01/orange_pos_003304_20260511_164047_222.png,128,138,178,186,orange
orange_pos_clean_01/orange_pos_003305_20260511_164047_827.png,127,137,178,186,orange
orange_pos_clean_01/orange_pos_003307_20260511_164049_264.png,120,82,165,127,orange
orange_pos_clean_01/orange_pos_003308_20260511_164050_073.png,121,86,166,126,orange
orange_pos_clean_01/orange_pos_003309_20260511_164051_485.png,131,1,180,40,orange
orange_pos_clean_01/orange_pos_003310_20260511_164054_005.png,192,116,232,156,orange
orange_pos_clean_01/orange_pos_003311_20260511_164055_755.png,134,158,175,194,orange
orange_pos_clean_01/orange_pos_003314_20260511_164056_198.png,107,139,156,178,orange
orange_pos_clean_01/orange_pos_003317_20260511_164058_308.png,91,64,141,112,orange
orange_pos_clean_01/orange_pos_003318_20260511_164058_717.png,91,61,143,114,orange
orange_pos_clean_01/orange_pos_003319_20260511_164100_313.png,96,81,151,127,orange
orange_pos_clean_01/orange_pos_003320_20260511_164100_735.png,107,67,159,114,orange
orange_pos_clean_01/orange_pos_003322_20260511_164102_567.png,171,15,219,56,orange
orange_pos_clean_01/orange_pos_003323_20260511_164103_001.png,176,12,219,56,orange
orange_pos_clean_01/orange_pos_003324_20260511_164104_723.png,120,143,176,189,orange
orange_pos_clean_01/orange_pos_003326_20260511_164105_136.png,98,155,150,201,orange
orange_pos_clean_01/orange_pos_003327_20260511_164107_057.png,194,102,242,142,orange
orange_pos_clean_01/orange_pos_003329_20260511_164107_352.png,197,102,239,138,orange
orange_pos_clean_01/orange_pos_003330_20260511_164109_188.png,172,80,222,125,orange
orange_pos_clean_01/orange_pos_003332_20260511_164109_532.png,170,84,223,131,orange
orange_pos_clean_01/orange_pos_003336_20260511_164111_804.png,134,1,188,53,orange
orange_pos_clean_01/orange_pos_003337_20260511_164113_672.png,124,78,180,132,orange
orange_pos_clean_01/orange_pos_003338_20260511_164114_043.png,119,87,173,138,orange
orange_pos_clean_01/orange_pos_003339_20260511_164115_801.png,123,172,174,219,orange
orange_pos_clean_01/orange_pos_003340_20260511_164116_313.png,140,165,194,215,orange
orange_pos_clean_01/orange_pos_003341_20260511_164118_094.png,206,118,257,164,orange
orange_pos_clean_01/orange_pos_003343_20260511_164120_525.png,215,28,271,83,orange
orange_pos_clean_01/orange_pos_003344_20260511_164120_976.png,215,25,267,75,orange
orange_pos_clean_01/orange_pos_003345_20260511_164122_505.png,168,21,215,76,orange
orange_pos_clean_01/orange_pos_003346_20260511_164122_814.png,159,35,208,82,orange
orange_pos_clean_01/orange_pos_003347_20260511_164124_915.png,94,114,139,156,orange
orange_pos_clean_01/orange_pos_003348_20260511_164125_235.png,71,126,120,168,orange
orange_pos_clean_01/orange_pos_003350_20260511_164127_147.png,129,175,178,214,orange
orange_pos_clean_01/orange_pos_003351_20260511_164127_545.png,146,176,190,219,orange
orange_pos_clean_01/orange_pos_003353_20260511_164129_553.png,194,27,237,68,orange
orange_pos_clean_01/orange_pos_003354_20260511_164131_399.png,114,47,168,91,orange
orange_pos_clean_01/orange_pos_003356_20260511_164131_690.png,113,56,166,104,orange
orange_pos_clean_01/orange_pos_003357_20260511_164132_088.png,105,56,165,104,orange
orange_pos_clean_01/orange_pos_003358_20260511_164134_037.png,84,177,135,215,orange
orange_pos_clean_01/orange_pos_003359_20260511_164135_778.png,186,192,232,219,orange
orange_pos_clean_01/orange_pos_003361_20260511_164136_144.png,192,191,245,221,orange
orange_pos_clean_01/orange_pos_003362_20260511_164136_574.png,193,191,246,223,orange
orange_pos_clean_01/orange_pos_003363_20260511_164138_079.png,206,88,254,132,orange
orange_pos_clean_01/orange_pos_003365_20260511_164138_402.png,205,74,254,113,orange
orange_pos_clean_01/orange_pos_003366_20260511_164138_733.png,205,73,254,114,orange
orange_pos_clean_01/orange_pos_003367_20260511_164140_746.png,133,2,183,21,orange
orange_pos_clean_01/orange_pos_003369_20260511_164142_560.png,106,85,158,126,orange
orange_pos_clean_01/orange_pos_003372_20260511_164142_909.png,102,87,153,132,orange
orange_pos_clean_01/orange_pos_003373_20260511_164144_677.png,99,195,144,221,orange
orange_pos_clean_01/orange_pos_003378_20260511_164147_073.png,147,121,198,167,orange
orange_pos_clean_01/orange_pos_003379_20260511_164147_432.png,147,115,201,160,orange
orange_pos_clean_01/orange_pos_003380_20260511_164149_373.png,235,136,279,182,orange
orange_pos_clean_01/orange_pos_003382_20260511_164151_534.png,119,43,175,97,orange
orange_pos_clean_01/orange_pos_003383_20260511_164151_935.png,114,38,170,93,orange
orange_pos_clean_01/orange_pos_003384_20260511_164153_708.png,87,142,143,188,orange
orange_pos_clean_01/orange_pos_003386_20260511_164154_072.png,89,136,150,190,orange
orange_pos_clean_01/orange_pos_003387_20260511_164155_840.png,113,16,174,70,orange
orange_pos_clean_01/orange_pos_003388_20260511_164156_376.png,118,1,179,50,orange
orange_pos_clean_01/orange_pos_003389_20260511_164158_187.png,218,111,279,167,orange
orange_pos_clean_01/orange_pos_003390_20260511_164158_648.png,221,115,279,163,orange
orange_pos_clean_01/orange_pos_003392_20260511_164200_983.png,132,187,196,220,orange
orange_pos_clean_01/orange_pos_003394_20260511_164202_670.png,138,60,206,113,orange
orange_pos_clean_01/orange_pos_003395_20260511_164203_005.png,139,49,201,102,orange
orange_pos_clean_01/orange_pos_003396_20260511_164204_935.png,202,1,263,56,orange
orange_pos_clean_01/orange_pos_003398_20260511_164205_280.png,218,16,273,75,orange
orange_pos_clean_01/orange_pos_003400_20260511_164207_080.png,190,144,245,193,orange
orange_pos_clean_01/orange_pos_003402_20260511_164207_402.png,176,167,237,217,orange
orange_pos_clean_01/orange_pos_003403_20260511_164209_186.png,109,142,170,196,orange
orange_pos_clean_01/orange_pos_003404_20260511_164209_587.png,92,117,159,182,orange
orange_pos_clean_01/orange_pos_003405_20260511_164210_047.png,93,117,155,177,orange
orange_pos_clean_01/orange_pos_003406_20260511_164211_230.png,117,4,176,56,orange
orange_pos_clean_01/orange_pos_003409_20260511_164211_723.png,139,0,187,53,orange
orange_pos_clean_01/orange_pos_003410_20260511_164212_150.png,135,0,190,52,orange
orange_pos_clean_01/orange_pos_003411_20260511_164213_627.png,257,86,310,134,orange
orange_pos_clean_01/orange_pos_003418_20260511_164218_352.png,146,91,208,149,orange
orange_pos_clean_01/orange_pos_003420_20260511_164220_318.png,152,1,213,29,orange
orange_pos_clean_01/orange_pos_003423_20260511_164222_609.png,96,35,160,96,orange
orange_pos_clean_01/orange_pos_003425_20260511_164222_982.png,101,70,185,142,orange
orange_pos_clean_01/orange_pos_003427_20260511_164225_036.png,93,47,181,133,orange
orange_pos_clean_01/orange_pos_003430_20260511_164227_314.png,93,109,179,192,orange
orange_pos_clean_01/orange_pos_003431_20260511_164227_757.png,92,116,178,189,orange
orange_pos_clean_01/orange_pos_003435_20260511_164231_595.png,102,0,200,90,orange
orange_pos_clean_01/orange_pos_003437_20260511_164232_069.png,98,1,199,93,orange
orange_pos_clean_01/orange_pos_003438_20260511_164233_992.png,213,76,301,156,orange
orange_pos_clean_01/orange_pos_003439_20260511_164234_348.png,221,79,301,154,orange
orange_pos_clean_01/orange_pos_003440_20260511_164235_980.png,207,27,300,106,orange
orange_pos_clean_01/orange_pos_003442_20260511_164236_408.png,203,14,300,103,orange
orange_pos_clean_01/orange_pos_003443_20260511_164238_210.png,147,136,236,217,orange
